Gueltig ab / valid from 19.05.2025;;;;;;
BIC;Name;SERVICE SCT;SERVICE COR;SERVICE COR1;SERVICE B2B;SERVICE SCC
NTBAATWW;NOTARTREUHANDBANK;1;1;0;0;0
NTSBDEB1;N26 BANK AG;1;1;0;0;0
NTSBESM1;N26 BANK AG, SUCURSAL EN ESPANA;1;1;0;0;0
NTSBFRM1;N26 BANK AG, SUCCURSALE FRANCE;1;1;0;0;0
NTSBITM1;N26 BANK AG, FILIALE ITALIANA;1;1;0;0;0
NUAAFRP2;NUAPAY SAS;1;1;0;1;0
NWABNL2G;NEDERLANDSE WATERSCHAPBANK NV;1;1;0;0;0
NWBKGB2L;NATIONAL WESTMINSTER BANK PLC;1;1;0;1;0
NYKBDKKK;NYKREDIT BANK AS;1;1;0;1;0
NZFMDEF1;NIBC BANK N.V. ZWEIGNIEDERLASSUNG FRANKFURT AM MAIN;1;1;0;1;0
OASPDE6A;KREISSPARKASSE OSTALB;1;1;0;1;1
OBKLAT2L;OBERBANK AG;1;1;0;1;0
OBKLCZ2X;OBERBANK AG TSCHECHIEN;1;1;0;1;0
OBKLDEMX;OBERBANK AG;1;1;0;1;1
OBKLHUHB;OBERBANK BUDAPEST;1;1;0;1;0
OBKLSKBA;OBERBANK AG BRATISLAVA;1;1;0;1;0
OBLAAT2L;OBEROESTERREICHISCHE LANDESBAN;1;1;0;1;0
OBOSNOK1;OBOS BANKEN;1;0;0;0;0
OBWKCH22;OBWALDNER KANTONALBANK;1;0;0;0;0
ODASNO21;ODAL SPAREBANK;1;0;0;0;0
ODDOFRPP;ODDO;1;1;0;1;0
OEKOATWW;OESTERREICHISCHE KONTROLLBANK AG;1;1;0;1;0
OKDLNO21;ORKLA SPAREBANK;1;0;0;0;0
OKEOLT22;Okeo Payments, UAB;1;0;0;0;0
OKHBHUHB;KERESKEDELMI ES HITTELBANK RT;1;0;0;0;0
OKOYEE2X;OP CORPORATE BANK PLC ESTONIAN BRANCH;1;0;0;0;0
OKOYFIHH;OP YRITYSPANKKI OYJ;1;1;0;0;0
OKOYLT2X;OP CORPORATE BANK PLC, LITHUANIAN BRANCH;1;0;0;0;0
OKOYLV2X;OP CORPORATE BANK PLC, LATVIAN BRANCH;1;0;0;0;0
OLBODEH2;OLDENBURGISCHE LANDESBANK AG;1;1;0;1;1
OLCCIE21;Our Lady Crowned Credit Union Limited;1;0;0;0;0
OLCUIE21;Le Cheile Credit Union Limited;1;1;0;0;0
OLKILUL1;OLKY PAYMENT SERVICE PROVIDER SA LUXEMBOURG;1;1;0;1;0
OONXBEBB;OONEX SA;1;0;0;0;0
OPENDEFF;OPENBANK ALEMANIA SUCURSAL ESPANA;1;1;0;0;0
OPENDEFFXXX;Openbank Alemania S.E.;1;0;0;0;0
OPENESMM;Openbank;1;1;0;0;0
OPENESMMXXX;Openbank;1;0;0;0;0
OPPDNO21;OPPDALSBANKEN;1;0;0;0;0
OPPFFRP2;OPENPAYD FINANCIAL SERVICES MALTA;1;1;0;0;0
OPSPFR21OLK;OLKY PAYMENT SERVICE PROVIDER;1;1;0;1;0
OPSPFR21VEO;OLKY PAYMENT SERVICE PROVIDER;1;1;0;0;0
OPTULT22;Opal Transfer EU, UAB;1;0;0;0;0
ORKONO21;ORSKOG SPAREBANK;1;0;0;0;0
ORLANO21;ORLAND SPAREBANK;1;0;0;0;0
OSCBDEH1;OTTO M. SCHROEDER BANK AKTIENGESELLSCHAFT;1;1;0;1;1
OSDDDE81;OSTSACHSISCHE SPARKASSE DRESDEN;1;1;0;1;1
OTPVHR2X;OTP BANKA HRVATSKA D.D.;1;1;0;0;0
OTPVHUHB;OTP BANK PLC;1;0;0;0;0
OUTPESM2;Outpayce S.A.U;1;0;0;0;0
OVLIAT21;VB OSTTIROL LIENZ;1;1;0;1;0
OYAKDE5K;OYAK ANKER BANK GMBH;1;1;0;0;1
PABAAT2L;PARTNER BANK AG;1;1;0;1;0
PAEOLT21;PANPAY EUROPE;1;0;0;0;0
PAERCZP1;Payment Execution s.r.o.;1;0;0;0;0
PAEUIE21;PALMERSTOWN CREDIT UNION;1;1;0;0;0
PAGMDEM1;PAYCENTER GMBH;1;1;0;1;1
PAGOES22;PagoNxt OneTrade Espana EDE S.L.;1;0;0;0;0
PAGOGB2L;PAGONXT PAYMENTS UK LTD;1;0;0;0;0
PANXBEB1;UNIFIEDPOST PAYMENTS BE;1;1;0;1;0
PANXDEF2;UNIFIEDPOST PAYMENTS DE;1;1;0;1;0
PANXEE22;UNIFIEDPOST PAYMENTS EE;1;1;0;1;0
PANXESM2;UNIFIEDPOST PAYMENTS ES;1;1;0;1;0
PANXFR22;UNIFIEDPOST PAYMENTS FR;1;1;0;1;0
PANXITM2;UNIFIEDPOST PAYMENTS IT;1;1;0;1;0
PANXLT22;UNIFIEDPOST PAYMENTS LT;1;1;0;1;0
PANXLUL2;UNIFIEDPOST PAYMENTS LU;1;1;0;1;0
PANXLV22;UNIFIEDPOST PAYMENTS LV;1;1;0;1;0
PANXNL22;UNIFIEDPOST PAYMENTS NL;1;1;0;1;0
PANXPTP2;UNIFIEDPOST PAYMENTS PT;1;1;0;1;0
PANXSK22;UNIFIEDPOST PAYMENTS SK;1;1;0;1;0
PAOTFRP1;PAYTOP;1;0;0;0;0
PARBBEBZ;BP2S BELGIQUE;1;1;0;0;0
PARBCHZZ;BNP PARIBAS SECURITIES ZURICH;1;1;0;0;0
PARBDEFF;BNP PARIBAS SECURITIES FRANKFURT BRANCH;1;1;0;0;0
PARBESMX;BNP PARIBAS SECURITIES MADRID;1;1;0;0;0
PARBFRPP;BP2S FRANCE;1;1;0;1;0
PARBGB2L;BNP PARIBAS SECURITIES LONDON;1;1;0;0;0
PARBITMM;BP2S ITALIE;1;1;0;1;0
PARBLULL;BNP PARIBAS SECURITIES LUXEMBO;1;1;0;0;0
PARXEE22;CITADELE BANKA AS EESTI FILIAAL;1;0;0;0;0
PARXLV22;CITADELE BANKA AS;1;0;0;0;0
PASBITGG;BANCA PASSADORE S.P.A.;1;1;0;1;0
PASCITMM;BANCA MONTE DEI PASCHI DI SIENA SPA;1;1;0;1;0
PASCITM1;BANCA MONTE DEI PASCHI DI SIENA;1;1;0;1;0
PATCBGSF;Paynetics AD;1;0;0;0;0
PAUALT22;Paystrax, AB;1;0;0;0;0
PAUUMTM1;FinXP Limited;1;1;0;0;0
PAYRGB2L;PAYRNET Limited;1;0;0;0;0
PAYRGB21;Payrnet;1;0;0;0;0
PAYVBEB2;PAYNOVATE SA;1;1;0;0;0
PAZGHR2X;PARTNER BANKA D.D. ZAGREB;1;0;0;0;0
PBNKDEFF;Deutsche Bank AG - Postbank Branch;1;1;0;1;1
PBZGHR2X;PRIVREDNA BANKA D.D. ZAGREB;1;1;0;1;0
PCBCDEFF;CHINA CONSTRUCTION BANK;1;1;0;1;0
PCBCESBB;CHINA CONSTRUCTION BANK (EUROPE) S.A. SUCURSAL EN ESPANA;1;0;0;0;0
PCBCFRPP;CHINA CONSTRUCTION BANK (EUROPE) S.A., PARIS BRANCH;1;0;0;0;0
PCBCHUHB;CHINA CONSTRUCTION BANK, HUNGARY BRANCH;1;0;0;0;0
PCBCNL2A;CHINA CONSTRUCTION BANK EU AMSTERDAM;1;0;0;0;0
PCHQBEBB;BPOST;1;1;0;1;0
PCRDESMM;PECUNIA CARDS EDE SLU;1;1;0;0;0
PCRDESMMXXX;Pecunia Cards E.D.E.;1;0;0;0;0
PCUEIE21;SAVVI CREDIT UNION LIMITED;1;1;0;0;0
PDCUIE21;Heritage Credit Union Limited;1;1;0;0;0
PDKCHR2X;PODRAVSKA BANKA D.D.;1;1;0;0;0
PDSCIT31;Igea Digital Bank;1;1;0;1;0
PEPGLT21;Perlas Finance, UAB;1;0;0;0;0
PESOBEB1;  PREPAYMENT SOLUTIONS EU SA;1;1;0;1;0
PGCUIE21;ST. PAUL'S GARDA CREDIT UNION LTD.;1;1;0;0;0
PGPGLULL;PingPong Europe SA;1;0;0;0;0
PIAGAT2S;ZUERCHER KANTONALBANK OESTERREICH AG;1;1;0;1;0
PICHESMM;BANCO PICHINCHA ESPANA;1;1;0;1;0
PICHESMMXXX;Banco Pichincha Espa a;1;0;0;0;0
PICTCHGG;BANQUE PICTET ET CIE SA;1;0;0;0;0
PICTDEFF;BANK PICTET & CIE (EUROPE) AG;1;1;0;0;0
PICTESMM;BANK PICTET & CIE (EUROPE) AG SUCURSAL EN ESPANA;1;1;0;0;0
PICTFRPP;BANK PICTET & CIE (EUROPE) AG SUCCURSALE DE PARIS;1;1;0;0;0
PICTGB5L;BANK PICTET & CIE (EUROPE) AG, LONDON BRANCH;1;1;0;0;0
PICTITTT;BANK PICTET & CIE (EUROPE) AG, SUCCURSALE ITALIANA;1;1;0;0;0
PICTLULX;BANK PICTET AND CIE (EUROPE) AG SUCCURSALE DE LUX;1;1;0;0;0
PICTMCMC;BANK PICTET & CIE (EUROPE) AG, SUCCURSALE DE MONAC;1;1;0;0;0
PIGUCH22;PIGUET GALLAND ET CIE SA (EX BANQUE PIGUET ET CIE SA);1;0;0;0;0
PIRBCY2N;PIRAEUS BANK CYPRUS LIMITED;1;1;0;0;0
PIRBGRAA;PIRAEUS BANK S.A.;1;1;0;1;0
PIRBROBU;FIRST BANK S.A.;1;0;0;0;0
PIRLITM1;PI4PAY SRL;1;1;0;0;0
PKBSCH22;PKB PRIVATBANK AG;1;0;0;0;0
PKOPPLPW;BANK PEKAO;1;0;0;0;0
PLFGDE5AIKB;IKANO BANK AB (PUBL), ZWEIGNIEDERLASSUNG DEUTSCHLAND;1;1;0;0;0
PLUMDE29;BANKHAUS CARL F. PLUMP AND CO;1;1;0;1;1
PMBPCZPP;PPF BANKA A.S.;1;0;0;0;0
PMNTLT2V;PAYMONT UAB;1;0;0;0;0
PNBPGB2L;WELLS FARGO BANK NA LONDON;1;1;0;1;0
PNTADEBB;SOLARISBANK AG;1;1;0;1;0
POBNSKBA;365.bank, a. s.;1;1;0;0;0
POCAIT3C;BANCA POPOLARE DEL CASSINATE;1;1;0;1;0
POCIITM1;BANCA POPOLARE COMMERCIO E INDUSTRIA S.P.A.;1;1;0;1;0
POCOIE21;PEOPLE FIRST CREDIT UNION LIMITED;1;1;0;0;0
POCSIT31;BANCA POPOLARE DI CORTONA;1;1;0;1;0
POCUIE21;PORTARLINGTON CREDIT UNION LTD;1;1;0;0;0
POCZPLP4; BANK POCZTOWY S.A.;1;0;0;0;0
POFICHBE;PostFinance AG;1;1;0;1;0
POFOIT3F;BANCA POPOLARE DI FONDI;1;1;0;1;0
POLBHU22;POLGARI BANK ZRT.;1;0;0;0;0
POLUPLPR;BANK POLSKIEJ SPOLZIELCZOSCI;1;0;0;0;0
POPFFI22;BONUM BANK PLC;1;1;0;0;0
POPHIT21;BANCA PROGETTO S.p.A;1;1;0;1;0
POPIESMM;BANCO SANTANDER (FORMERLY POPULAR BANCA PRIVADA);1;1;0;1;0
POPLESMM;WIZINK BANK SA;1;1;0;0;0
POPLESMMXXX;Wizink Bank;1;0;0;0;0
POPRIT3R;BANCA AGRICOLA POPOLARE DI SICILIA;1;1;0;1;0
POPRIT31;BANCA AGRICOLA POPOLARE DI SICILIA;1;1;0;1;0
POPUESMM;BANCO SANTANDER S.A. FORMERLY BANCO POPULAR;1;1;0;1;0
PORCAT21;PORSCHE BANK;1;0;0;0;0
PORLROBU;CREDEX BANK S.A.;1;0;0;0;0
POSOCH22;BANCA POPOLARE DI SONDRIO (SUISSE);1;1;0;1;0
POSOIT21;BANCA POPOLARE DI SONDRIO SCPA;1;1;0;1;0
POSOIT22;BANCA POPOLARE DI SONDRIO SCPA;1;1;0;1;0
POSOMCM1;BANCA POPOLARE DI SONDRIO (SUISSE) SA;1;1;0;1;0
POUYFR21;BANQUE POUYANNE;1;1;0;1;0
POVEIT33;BANCA POPOLARE VESUVIANA;1;1;0;1;0
PPABPLPK;Bank BNP Paribas Polska SA;1;0;0;0;0
PPAYITR1;POSTEPAY S.P.A.;1;1;0;1;0
PPLXLUL2;PayPal (Europe) S.a r.l. et Cie, S.C.A.;1;1;0;0;0
PPMSIT31;BANCA POPOLARE DELLE PROV.MOLISANE;1;1;0;1;0
PPSEIE22;PAYSAFE PREPAID SERVICES LIMITED;1;1;0;0;0
PRACIT31;BANCA DELLA PROVINCIA DI MACERATA S.P.A;1;1;0;1;0
PRBECHZZ;PRIVATBANK BELLERIVE AG;1;0;0;0;0
PRBONO22;Boligbanken;1;0;0;0;0
PRCBBGSF;PROCREDIT BANK (BULGARIA) AD;1;0;0;0;0
PRCBBGSFXXX;ProCredit bank (Bulgaria) EAD;1;0;0;0;0
PRCBDEFF;PROCREDIT BANK AG;1;1;0;1;0
PRCBGRAA;PROCREDIT BANK (BULGARIA) EAD;1;0;0;0;0
PRCUIE21;COMMUNITY CREDIT UNION LIMITED;1;1;0;0;0
PREUFRP1;BANQUE PRIVEE EUROPEENNE;1;1;0;1;0
PRIBBEBB;Edmond De Rotschild Bank;1;0;0;0;0
PRIBCHGG;BANQUE PRIVEE DE ROTHSCHILD;1;0;0;0;0
PRIBLULL;BANQUE PRIVEE EDMOND DE ROTHSC;1;0;0;0;0
PRIVFRPP;MILLEIS BANQUE;1;1;0;1;0
PRLEIT23;BANCA PRIVATA LEASING;1;1;0;1;0
PROAESMM;EBN BANCO DE NEGOCIOS SA;1;0;0;0;0
PROAESMMXXX;EBN Banco de Negocios;1;0;0;0;0
PROCFRPP;PROCAPITAL;1;1;0;0;0
PROCFRPPAXB;PROCAPITAL;1;0;0;0;0
PROCFRPPBAV;PROCAPITAL;1;1;0;0;0
PROCFRPPBPE;PROCAPITAL;1;1;0;0;0
PROCFRPPEAB;PROCAPITAL;1;1;0;0;0
PROCFRPPLBG;PROCAPITAL;1;1;0;0;0
PROCFRPPLGV;PROCAPITAL;1;1;0;0;0
PROCFRPPMGP;PROCAPITAL;1;1;0;0;0
PROCFRPPNOI;PROCAPITAL;1;1;0;0;0
PROFITMM;BANCA PROFILO;1;1;0;0;0
PROSITNN;BANCA PROMOS;1;1;0;1;0
PRRDIT21;PRADER BANK;1;1;0;1;0
PRTCGB21;PrePay Technologies Limited;1;0;0;0;0
PRVASKBA;PRVA STAVEBNA SPORITELNA A.S.;1;1;0;0;0
PRXBGRAA;VIVABANK SINGLE MEMBER BANKING S.A;1;1;0;0;0
PSANIT3P;BANCA AGRICOLA POPOLARE DI SICILIA;0;1;0;1;0
PSBSDK21;PENSAM BANK AS;1;0;0;0;0
PSCUIE21;Prison Service Credit Union Limited;1;1;0;0;0
PSSSFR22;PREPAYMENT SOLUTION EU SA;1;1;0;1;0
PSSTFRPP;LA BANQUE POSTALE;1;1;0;1;0
PSTRESMM;BANCO SANTANDER S.A. (FORMERLY BANCO PASTOR);1;1;0;1;0
PSTSIE21;An Post;1;1;0;0;0
PTAANOK1;PARETO BANK;1;0;0;0;0
PUILBEBB;QUINTET PRIVATE BANK (EUROPE SA);1;0;0;0;0
PULSDEDD;S BROKER AG;1;1;0;1;0
PULSDE5W;S BROKER AG AND CO KG;1;1;0;1;0
PWSRSI22;PAYWISER D.O.O.;1;0;0;0;0
PYBLCY2L;Payabl. CY Limited;1;1;0;0;0
PYMXMTMT;Finance Incorporated Limited;1;1;0;0;0
PYMXMTMTMAL;FINANANCE INCORPORATED LTD;1;1;0;0;0
PYYPGB21;MY EU PAY LTD;1;1;0;0;0
PYYRLT22;PayRay Bank, UAB;1;0;0;0;0
PZHSDE66;SPARKASSE PFORZHEIM CALW;1;1;0;1;1
QNBAFRPP;QATAR NATIONAL BANK;1;1;0;1;0
QNTODEB2;OLINDA ZWEIGNIEDERLASSUNG DEUTSCHLA;1;1;0;1;0
QNTOESB2;OLINDA SAS SUCURSAL EN ESPANA;1;1;0;1;0
QNTOFRPA;OLINDA;1;1;0;1;0
QNTOFRP1;QONTO;1;1;0;1;0
QNTOITM2;QONTO;1;1;0;1;0
QUBKDEBB;QUIRIN PRIVATBANK AG;1;1;0;0;1
RABOBE23;RABOBANK BELGIUM;1;1;0;1;0
RABODEFF;RABOBANK GERMANY;1;1;0;1;0
RABOGB2L;Rabobank London;1;1;0;1;0
RABONL2U;RABOBANK NEDERLAND UTRECHT;1;1;0;1;0
RAHNCHZZ;RAHN UND BODMER CO.;1;0;0;0;0
RAIFCH22;RAIFFEISEN SCHWEIZ GENOSSENSCHAFT;1;1;0;1;0
RAISDEFF;RAISIN BANK AG;1;1;0;1;1
RAKGAT21;RAIFFEISEN-KREDIT-GARANTIE GES.M.B.H.;1;1;0;1;0
RANJAT2B;RB KLEINWALSERTAL AG;1;1;0;1;0
RANMAT21;RAIFFEISENBANK HOHENEMS REG.GEN.M.B.H.;1;1;0;1;0
RAOCAT21;RAIFFEISENBANK LUSTENAU;1;1;0;1;0
RAVMATW1;RAIFFEISEN VERMOEGENSVERWALTUNGSBANK AG;1;1;0;0;0
RBABCH22;ENTRIS BANKING AG (FORMERLY RBA-ZENTRALBANK);1;0;0;0;0
RBABCH22DCB;DC BANK DEPOSITO-CASSA DER STADT BERN;1;0;0;0;0
RBMFDEF1;RAIFFEISENBANK MAINTAL NDL. D. FRANKFURTER VB;1;1;0;1;1
RBOSGB2L;THE ROYAL BANK OF SCOTLAND PLC;1;1;0;1;0
RBOSGGSP;The Royal Bank of Scotland International Ltd Gnsy;1;0;0;0;0
RBOSGGSX;Royal Bank of Scotland International TA NWI Gnsy;1;0;0;0;0
RBOSGIGI;NATWEST-GIBRALTAR;1;0;0;0;0
RBOSIMDD;Royal Bank of Scotland International TA NWI IoM;1;0;0;0;0
RBOSIMDX;The Royal Bank of Scotland International Ltd IoM;1;0;0;0;0
RBOSIMD2;Royal Bank of Scotland International Ltd TA IOMB;1;0;0;0;0
RBOSJESH;Royal Bank of Scotland International TA NWI Jsy;1;0;0;0;0
RBOSJESX;The Royal Bank of Scotland International Ltd Jsy;1;0;0;0;0
RBOSLULL;Royal Bank of Scotland International Luxembourg;1;0;0;0;0
RBRBNL21;REGIOBANK NV;1;1;0;1;0
RBRTAT22;RAIFFEISENBANK REUTTE;1;1;0;1;0
RBSIGB2L;Royal Bank of Scotland International London;1;0;0;0;0
RBSKATW1;RAIFFEISEN BAUSPARKASSE;1;1;0;0;0
RCBPBEBB;ROTHSCHILD and Co Wealth Management Belgium;1;1;0;1;0
RCIDDE3NPAY;RCI BANQUE S.A. NIEDERLASSUNG DEUTSCHLAND;1;1;0;0;1
RCINESM1;RCI Banque S.A;1;0;0;0;0
RCINESM1XXX;RCI Banque S.E;1;0;0;0;0
RCINFRPP;RCI BANQUE S.A.;1;0;0;0;0
RCNOATW1;RCI BANQUE SA;1;0;0;0;0
RDCIIE21;Health Services Staffs Credit Union Limited;1;0;0;0;0
RDCLIE21;Cois Sionna Desmond Credit Union Limited;1;1;0;0;0
RDCTCHZH;RADICANT BANK AG;1;0;0;0;0
RDCUIE21;HERITAGE CREDIT UNION LIMITED;1;1;0;0;0
RDRNIE21;RATHMORE & DISTRICT CREDIT UNION;1;1;0;0;0
REAYGB22;RECARY LTD;1;0;0;0;0
REBMDEMM;DEUTSCHE PFANDBRIEFBANK AG;1;1;0;0;0
REBMDEMMHYP;DEUTSCHE PFANDBRIEFBANK AG;1;1;0;0;0
REBMDEMMOPF;DEUTSCHE PFANDBRIEFBANK AG;1;1;0;0;0
REBMDEMMSCA;DEUTSCHE PFANDBRIEFBANK AG;1;1;0;0;0
REBMDEMMXXX;DEUTSCHE PFANDBRIEFBANK AG;1;1;0;0;0
REBMDEMM555;DEUTSCHE PFANDBRIEFBANK AG;1;1;0;0;0
REBMDE7C;DEUTSCHE PFANDBRIEFBANK AG COVERPOOL;1;1;0;0;0
REICCH22;REICHMUTH AND CO;1;0;0;0;0
RENBESMM;RENTA 4 BANCO, S.A.;1;1;0;0;0
RENBESMMXXX;Renta 4 Banco;1;0;0;0;0
REVOBEB2;Revolut Belgium;1;1;0;1;0
REVODEB2;Revolut Bank UAB, Zweigniederlassung Deutschland;1;1;0;1;0
REVOESM2;Revolut Bank UAB Sucursal en Espana;1;1;0;1;0
REVOFRP2;REVOLUT FRANCE SUCCURSALE DE REVOLUT BANK UAB;1;1;0;1;0
REVOGB21;Revolut LTD;1;1;0;1;0
REVOIE23;Revolut Bank UAB;1;1;0;1;0
REVOITM2;Revolut Bank UAB Italy Branch;1;1;0;1;0
REVOLT21;REVOLUT BANK UAB;1;1;0;1;0
REVONL22;Revolut Bank UAB (Netherlands Branch);1;1;0;1;0
REVOPTP2;Revolut Bank UAB - SUCURSAL EM PORTUGAL;1;1;0;1;0
REVOROBB;Revolut Bank UAB Vilnius Sucursala Bucuresti;1;1;0;1;0
REYLCHGG;REYL ET CIE S.A.;1;0;0;0;0
RIBRLV22;REGIONALA INVESTICIJU BANKA AS;1;0;0;0;0
RIIKATW1;Bank Austria Real Invest Immobilien-Kapitalanlage;1;0;0;0;0
RIKOEE22;Luminor Bank AS;1;0;0;0;0
RIKOLV2X;Luminor Bank AS Latvian branch;1;0;0;0;0
RILALT22;RIA LITHUANIA UAB;1;0;0;0;0
RINDNO21;RINDAL SPAREBANK;1;0;0;0;0
RINGDK22;RINGKJOBING LANDBOBANK;1;1;0;1;0
RIRINO21;SPAREBANK 1 RINGERIKE HADELAND;1;0;0;0;0
RISEDK21;RISE SPARE OG LAANEKASSE;1;1;0;1;0
RKAGATWW;RAIFFEISEN KAPITALANLAGE GES M;1;0;0;0;0
RLBBAT2E;RAIFFEISENLANDESBANK BURGENLAN;1;1;0;1;0
RLNWATWW;RAIFFEISENLANDESBANK NIEDEROESTERREICH WIEN AG;1;1;0;1;0
RLNWATW1;RAIFFEISENLANDESBANK NIEDEROES;1;1;0;1;0
RMOESMS2;3Rooks Money Spa;1;0;0;0;0
RNCBROBU;BANCA COMERCIALA ROMANA SA;1;0;0;0;0
ROCIIE21;ROWLAGH CREDIT UNION LIMITED;1;0;0;0;0
ROCUIE21;The Rosses Credit Union Limited;1;1;0;0;0
ROINROBU;Salt Bank S.A.;1;0;0;0;0
RORBNO21;ROROSBANKEN ROROS SPAREBANK;1;0;0;0;0
RORNIE21;PREMIER CREDIT UNION LIMITED;1;1;0;0;0
RORUIE21;ROSCOMMON CREDIT UNION LIMITED;1;1;0;0;0
ROTACHZZ;ROTHSCHILD BANK AG;1;0;0;0;0
RRBALULL;RiverBank SA;1;1;0;1;0
RSOSCH22;REGIOBANK SOLOTHURN AG;1;0;0;0;0
RSPKDK21;ROENDE OG OMEGNS SPAREKASSE;1;1;0;1;0
RTCUIE21;R.T.E. Credit Union Limited;1;1;0;0;0
RTMBLV2X;RIETUMU BANKA AS;1;0;0;0;0
RUEGCHZZ;SOCIETE GENERALE PRIVATE BANKING SUISSE SA;1;0;0;0;0
RVSAAT2S;RAIFFEISENVERBAND SALZBURG;1;1;0;1;0
RVVGAT2B;RAIFFEISENLANDESBANK VORARLBERG REG.GEN.M.B.H.;1;1;0;1;0
RYGSNO21;SPAREBANK 1 OSTFOLD AKERSHUS;1;0;0;0;0
RZBAATWW;RAIFFEISEN BANK INTERNATIONAL AG;1;1;0;1;0
RZBCCZPP;RAIFFEISENBANK A.S.;1;0;0;0;0
RZBHHR2X;RAIFFEISENBANK AUSTRIA D.D. ZAGREB;1;1;0;1;0
RZBRROBU;RAIFFEISEN BANK S A;1;0;0;0;0
RZKTAT2K;RAIFFEISENLANDESBANK KAERNTEN;1;1;0;1;0
RZOOAT2L;RAIFFEISENLANDESBANK OBEROESTE;1;1;0;1;0
RZOODE77;RAIFFEISENLANDESBANK OBEROESTERREICH AKTIENGESELLSCHAFT ZWEIGNIEDERLAS;1;1;0;1;1
RZSBIT2B;RAIFFEISEN LANDESBANK SUEDTIROL;1;1;0;1;0
RZSBIT21;RAIFFEISEN LANDESBANK SUEDTIRO;1;1;0;1;0
RZSBIT21019;RAIFFEISENKASSE MERAN CASSA RAIFFEISEN MERANO;1;1;0;1;0
RZSBIT21119;RAIFFEISENKASSE MERAN CASSA RAIFFEISEN MERANO;1;1;0;1;0
RZSBIT21219;RAIFFEISENKASSE MERAN CASSA RAIFFEISEN MERANO;1;1;0;1;0
RZSBIT21319;RAIFFEISENKASSE MERAN CASSA RAIFFEISEN MERANO;1;1;0;1;0
RZSBIT21342;RAIFFEISENKASSE ETSCHTAL;1;1;0;1;0
RZSBIT21442;RAIFFEISENKASSE ETSCHTAL;1;1;0;1;0
RZSBIT21542;RAIFFEISENKASSE ETSCHTAL;1;1;0;1;0
RZSBIT21610;RAIFFEISENKASSE SCHLERN-ROSENGARTEN;1;1;0;1;0
RZSBIT21710;RAIFFEISENKASSE SCHLERN-ROSENGARTEN;1;1;0;1;0
RZSBIT21810;RAIFFEISENKASSE SCHLERN-ROSENGARTEN;1;1;0;1;0
RZSBIT21919;RAIFFEISENKASSE MERAN CASSA RAIFFEISEN MERANO;1;1;0;1;0
RZSTAT2G;RAIFFEISENLANDESBANK STEIERMAR;1;1;0;1;0
RZTIAT22;RAIFFEISENLANDESBANK TIROL AG;1;1;0;1;0
RZTIDE71;RAIFFEISEN-LANDESBANK TIROL AG ZWNL JUNGHOLZ;1;0;0;0;0
SABADE5S;BANK 1 SAAR EG;1;1;0;1;1
SABDDE81;SACHSISCHE AUFBAUBANK - FOERDERBANK;1;1;0;1;0
SABNESMM;SANTANDER INVESTMENT;0;1;0;0;0
SABUDES1;RSB RETAIL + SERVICE BANK GMBH;1;1;0;1;1
SADNIE21;SARSFIELD CREDIT UNION LIMITED;1;0;0;0;0
SAHHCHZ2;SR SAPHIRSTEIN AG;1;0;0;0;0
SAKSDE55;SPARKASSE SAARBRUECKEN;1;1;0;1;1
SALADE51HOM;KREISSPARKASSE SAARPFALZ/HOMBURG/SAAR;1;1;0;1;1
SALADE51NKS;SPARKASSE NEUNKIRCHEN/SAAR;1;1;0;1;1
SALADE51VKS;STADTSPARKASSE VOELKLINGEN;1;1;0;1;1
SALADE51WND;KREISSPARKASSE ST. WENDEL;1;1;0;1;1
SALADE55;LANDESBANK SAAR;1;1;0;1;1
SANTATWW;SANTANDER CONSUMER BANK GMBH;1;1;0;1;0
SAOENO22;SPAREBANKEN OST;1;0;0;0;0
SAPYGB2L;SAXO PAYMENTS A/S;1;1;0;1;0
SARACHBB;BANK J. SAFRA SARASIN LTD;1;0;0;0;0
SARCIT2S;Cassa di Risparmio di Savigliano;1;1;0;1;0
SARDIT31;BANCO DI SARDEGNA;1;1;0;1;0
SASKNO22;Sandnes Sparebank;1;0;0;0;0
SATYLUL1;SATISPAY EUROPE SA;1;1;0;1;0
SATYLUL1SRV;SATISPAY EUROPE SA;1;1;0;1;0
SAXOCHZH;SAXO BANK (SWITZERLAND) SA;1;0;0;0;0
SAXODKKK;SAXO BANK AS;1;0;0;0;0
SBAACY2I;BANQUE SBA;1;0;0;0;0
SBAAFRPP;BANQUE SBA PARIS;1;1;0;1;0
SBAKNOBB;SBANKEN ASA;1;0;0;0;0
SBANFIHH;S-BANK PLC;1;1;0;0;0
SBCRDE66;KREISSPARKASSE BIBERACH;1;1;0;1;1
SBDCIE21;CORE CREDIT UNION LIMITED;1;1;0;0;0
SBEXFRP1;SOCIETE DE BANQUE ET D EXPANSI;1;1;0;1;0
SBGSAT2S;SALZBURGER SPARKASSE BANK AG;1;1;0;1;0
SBINBE2X;STATE BANK OF INDIA;1;0;0;0;0
SBINDEFF;STATE BANK OF INDIA;1;1;0;1;0
SBMTMTMT;Sparkasse Bank Malta plc;1;0;0;0;0
SBOSATWW;STATE STREET BANK VIENNA;1;0;0;0;0
SBOSDEMX;STATE STREET BANK INTERNATIONAL GMBH;1;1;0;1;0
SBOSITML;STATE STREET BANK INTERNATIONAL GMBH SUCCURSALE IT;1;1;0;1;0
