Gueltig ab / valid from 19.05.2025;;;;;;
BIC;Name;SERVICE SCT;SERVICE COR;SERVICE COR1;SERVICE B2B;SERVICE SCC
SBOSNL2A;STATE STREET BANK AMSTERDAM;1;0;0;0;0
SBREDE22;SPARKASSE BREMEN AG, DIE;1;1;0;1;1
SBSLHR2X;SLATINSKA BANKA DD;1;1;0;0;0
SCBLDEFX;STANDARD CHARTERED BANK AG;1;1;0;0;0
SCBLGB2L;Standard Chartered Bank, London;1;0;0;0;0
SCCDIT31;BANCA DI SCONTO E CONTI CORRENTI;1;1;0;1;0
SCFBDE33;SANTANDER CONSUMER BANK AG;1;1;0;1;1
SCFBESMM;SANTANDER CONSUMER FINANCE,S.A.;1;1;0;0;0
SCHOATWW;SCHOELLERBANK AG;1;1;0;1;0
SCHWDESS;SCHWAEBISCHE BANK AKTIENGESELLSCHAFT;1;1;0;1;1
SCOPCHBB;SCOBAG PRIVATBANK AG;1;0;0;0;0
SCRUDE51;SERVICE CREDIT UNION;1;1;0;0;1
SCRYCH22;SEBA BANK AG;1;0;0;0;0
SCSYFRP2;SCORE & SECURE PAYMENT;1;1;0;1;0
SDCNIE21;Member First Credit Union Limited;1;1;0;0;0
SDUEDE33;SPARKASSE DUEREN;1;1;0;1;1
SEATDE21;SEAT BANK GMBH;1;1;0;1;1
SEBKLULL;INTESA SANPAOLO BANK LUXEMBOURG SA;1;1;0;1;0
SECGDEFF;SWISS EURO CLEARING BANK GMBH;1;1;0;1;0
SELBIT2B;BANCA SELLA;1;1;0;1;0
SELBIT22;BANCA SELLA HOLDING SPA;1;1;0;1;0
SELFESMM;SELF TRADE BANK;1;1;0;1;0
SELFESMMXXX;Singular Bank;1;0;0;0;0
SELNGB21;SENTENIAL;1;1;0;1;0
SELSNO21;SELBU SPAREBANK;1;0;0;0;0
SENVITT1;BANCA PATRIMONI SELLA E C SPA;1;1;0;1;0
SEOUGB21;SETTLEGO SOLUTIONS LTD;1;1;0;0;0
SEPBDEFF;BANK SEPAH-IRAN;1;1;0;0;0
SEPFIT31;BUFFETTI FINANCE S.P.A.;1;1;0;0;0
SEPMCY2N;SEPAGA E.M.I. LIMITED;1;0;0;0;0
SERBLI22;KAISER PARTNER PRIVATBANK AG;1;0;0;0;0
SESDES22;SELFIDE;1;1;0;1;0
SESDES22XXX;Sefide E.D.E.;1;0;0;0;0
SESOLT21;UAB Seven Seas Europe;1;0;0;0;0
SFBFCH22;HELVETISCHE BANK AG;1;0;0;0;0
SFBSFRP1;SOFIB;1;1;0;0;0
SFPEFRP2;OKALI;1;1;0;1;0
SFSNIE22;Soldo Financial Services Ireland DAC;1;0;0;0;0
SFSPIT21;SANFELICE 1893 BANCA POPOLARE SCPA;1;1;0;1;0
SFSPIT22;SANFELICE 1893 BANCA POPOLARE SCPA;1;1;0;1;0
SGABATWW;SOCIETE GENERALE VIENNA;1;1;0;1;0
SGABBEB2;SOCIETE GENERALE BRUSSELS;1;1;0;1;0
SGABCHZZ;SOCIETE GENERALE  ZURICH;1;1;0;1;0
SGABLULL;SOCIETE GENERALE BANK AND TRUS;1;1;0;1;0
SGABLU2SLUX;SOCIETE GENERALE LUXEMBOURG;1;0;0;0;0
SGBTMCMC;SOCIETE GENERALE PRIVATE BANKING (MONACO);1;1;0;0;0
SGFSNO21;SPAREBANK 1 GUDBRANDSDAL;1;0;0;0;0
SGIUIT21;BANCA SANTA GIULIA S.P.A.;1;1;0;1;0
SGSSDEFF;SGSS Francfort;1;0;0;0;0
SHBKDEFF;SHINHAN BANK EUROPE GMBH;1;1;0;1;0
SHCUIE21;SHEEPHAVEN CREDIT UNION LIMITED;1;1;0;0;0
SHEDNO22;SPAREBANKEN HEDMARK;1;0;0;0;0
SHKBCH2S;SCHAFFHAUSER KANTONALBANK;1;1;0;0;0
SHRIIE21;Castleblayney Credit Union Limited;1;0;0;0;0
SIAXLV22;XPATE SIA;1;0;0;0;0
SIBADEMM;SIEMENS BANK;1;0;0;0;0
SIBLFRPP;CA INDOSUEZ WEALTH (France);1;1;0;1;0
SIBSDEHH;SIGNAL IDUNA BAUSPAR AG;1;1;0;0;0
SIFBFRP1;QUILVEST BANQUE PRIVEE;1;1;0;1;0
SIGPITM1;Mooney S.p.A;1;1;0;1;0
SIHRDEH1FFM;BANK SADERAT IRAN HAMBURG BRANCH;1;1;0;1;0
SIHRDEH1HAM;BANK SADERAT IRAN HAMBURG BRANCH;1;1;0;1;0
SIKBDE55;SIKB AG-SAARLAENDISCHE INVESTITIONSKREDIT-BANK AG;1;1;0;1;0
SKAANO21;SKUDENES OG AAKRA SPAREBANK;1;0;0;0;0
SKBASI2X;OTP BANKA D.D.;1;1;0;0;0
SKBIAT21;SPARKASSE SALZKAMMERGUT AG;1;1;0;1;0
SKGIDE5F;SPARKASSE GIESSEN;1;1;0;1;1
SKHRDE6W;SPARKASSE HOCHRHEIN;1;1;0;1;1
SKIASESS;SKANDIABANKEN;1;0;0;0;0
SKJBDK22;SKJERN BANK AS;1;1;0;1;0
SKLODE66;SPARKASSE LOERRACH-RHEINFELDEN;1;1;0;1;1
SKODDE21;SKODA BANK;1;1;0;1;1
SKOVHR22;BANKA KOVANICA D.D.;1;0;0;0;0
SKPADEB1;LANDESBANK BERLIN AG-S-KREDITPARTNER;1;1;0;1;0
SLBUCH22;SPAR- UND LEIHKASSE BUCHEGGBERG AG;1;0;0;0;0
SLCNIE21;SLANE CREDIT UNION LIMITED;1;1;0;0;0
SLFFCH22;SPAR- UND LEIHKASSE FRUTIGEN;1;0;0;0;0
SLGUCH2M;SPAR UND LEIHKASSE GUERBETAL AG;1;0;0;0;0
SLHYAT2S;SALZBURGER LANDES HYPOTHEKENBA;1;1;0;1;0
SLMPFRP1;SLIMPAY;1;1;0;1;0
SLRUIE21;SLIGO CREDIT UNION LIMITED;1;1;0;0;0
SLTPISRE;Teya Iceland hf.;1;0;0;0;0
SLZBSKBA;SLOVENSKA ZARUCNA A ROZVOJOVA BANKA A.S.;1;1;0;0;0
SLZODE22;LANDESSPARKASSE ZU OLDENBURG;1;1;0;1;1
SMBCBEBB;SUMITOMO MITSUI BANKING CORPORATION BRUSSELS;1;1;0;1;0
SMBCDEDD;SUMITOMO MITSUI BANKING CORPORATION DUESSELDORF;1;1;0;1;0
SMBCDEFF;SMBC BANK EU AG;1;1;0;1;0
SMBCFRPP;SUMITOMO MITSUI BANKING CORPOR;1;1;0;1;0
SMBCGB2L;SUMITOMO MITSUI BANKING CORPORATION EUROPE;1;1;0;1;0
SMBRHR22;SAMOBORSKA BANKA D.D.;1;1;0;0;0
SMCOGB2P;HSBC PRIVATE BANK UK LIMITED;1;0;0;0;0
SMHBDEFF;UBS EUROPE SE;1;1;0;1;0
SMOEFRP1;S-MONEY;1;1;0;1;0
SMSIIT21;BANCA SIMETICA SPA;1;0;0;0;0
SMWRAT21;SPARKASSE MUEHLVIERTEL-WEST BANK AG;1;1;0;1;0
SNBZCHZZ;SCHWEIZERISCHE NATIONALBANK;1;0;0;0;0
SNNNFR22;SHINE;1;1;0;1;0
SNOWNO22;SPAREBANK1 NORD NORGE;1;0;0;0;0
SNPIGR2A;SNAPPI S.A.;1;1;0;1;0
SNSBNL2A;DE VOLKSBANK NV;1;1;0;1;0
SOAIMQM1;SOFIAG;1;1;0;1;0
SOBKDEBB;SOLARIS SE;1;1;0;1;0
SOBKDEB2;SOLARIS SE;1;1;0;1;0
SOBKESM2;SOLARISBANK AG, SUCURSAL EN ESPANA;1;1;0;1;0
SOBKFRP2;SOLARISBANK AG (FR), PARIS;1;1;0;1;0
SOBKITM2;SOLARISBANK AG;1;1;0;1;0
SODIRER1;SOFIDER;1;1;0;1;0
SOEPIT21;SSP di CONAD;1;1;0;1;0
SOFJNO22;SPAREBANKEN SOGN OG FJORDANE;1;0;0;0;0
SOGECY2N;SOCIETE GENERALE CYPRUS LIMITED;1;1;0;0;0
SOGEDEFF;SOCIETE GENERALE S.A.;1;1;0;1;1
SOGEESMM;SOCIETE GENERALE MADRID;1;1;0;1;0
SOGEFRPP;SOCIETE GENERALE;1;1;0;1;0
SOGEGB2L;SOCIETE GENERALE LONDON;0;1;0;1;0
SOGEGB2LLON;SOCIETE GENERALE LONDON;1;1;0;1;0
SOGEITMM;SOCIETE GENERALE MILANO;1;1;0;1;0
SOGEMCM1;SOCIETE GENERALE MONACO;1;1;0;1;0
SOGENL2A;SOCIETE GENERALE AMSTERDAM;1;1;0;1;0
SOGEPLPW;SOCIETE GENERALE S A ODDZIAL W;1;0;0;0;0
SOGSNO21;SOGNE OG GREIPSTAD SPAREBANK;1;0;0;0;0
SOHODK21;SOENDERHAA-HOERSTED SPAREKASSE;1;1;0;1;0
SOIFIT31;SOGEFIN Spa DI CONAD;1;1;0;1;0
SOKNNO21;SOKNEDAL SPAREBANK;1;0;0;0;0
SOLADEP1FI7;LBBW Kommunikations-BIC;1;1;0;1;1
SOLADEP1SI1;BADEN-WUERTTEMBERGISCHE BANK                         (UP) wegen EBICS;1;1;0;1;1
SOLADEST;LANDESBANK BADEN-WUERTTEMBERG;1;1;0;1;1
SOLADES1BAD;SPARKASSE BADEN-BADEN GAGGENAU;1;1;0;1;1
SOLADES1BAL;SPARKASSE ZOLLERNALB;1;1;0;1;1
SOLADES1BAT;KREISSPARKASSE BAUTZEN;1;1;0;1;1
SOLADES1BHL;SPARKASSE BUEHL;1;1;0;1;1
SOLADES1BND;SPARKASSE BONNDORF-STUEHLINGEN;1;1;0;1;1
SOLADES1DES;STADT- UND KREISSPARKASSE LEIPZIG;1;1;0;1;1
SOLADES1DLN;KREISSPARKASSE DOEBELN;1;1;0;1;1
SOLADES1ENG;SPARKASSE ENGEN-GOTTMADINGEN;1;1;0;1;1
SOLADES1ETT;SPARKASSE KARLSRUHE ETTLINGEN;1;1;0;1;1
SOLADES1FDS;KREISSPARKASSE FREUDENSTADT;1;1;0;1;1
SOLADES1GEB;SPARKASSE KINZIGTAL;1;1;0;1;1
SOLADES1GRM;SPARKASSE MULDENTAL;1;1;0;1;1
SOLADES1HAL;SPARKASSE KINZIGTAL;1;1;0;1;1
SOLADES1HDB;SPARKASSE HEIDELBERG;1;1;0;1;1
SOLADES1HDH;KREISSPARKASSE HEIDENHEIM;1;1;0;1;1
SOLADES1HOC;SPARKASSE HEIDELBERG;1;1;0;1;1
SOLADES1HSW;SPARKASSE HOCHSCHWARZWALD;1;1;0;1;1
SOLADES1KEL;SPARKASSE HANAUERLAND;1;1;0;1;1
SOLADES1KNZ;SPARKASSE BODENSEE;1;1;0;1;1
SOLADES1KUN;SPARKASSE HOHENLOHEKREIS;1;1;0;1;1
SOLADES1LBG;KREISSPARKASSE LUDWIGSBURG;1;1;0;1;1
SOLADES1MEI;SPARKASSE MEISSEN;1;1;0;1;1
SOLADES1MGL;SPARKASSE MARKGRAEFLERLAND;1;1;0;1;1
SOLADES1MOS;SPARKASSE NECKARTAL-ODENWALD;1;1;0;1;1
SOLADES1OFG;SPARKASSE OFFENBURG/ORTENAU;1;1;0;1;1
SOLADES1PFD;SPARKASSE PFULLENDORF-MESSKIRCH;1;1;0;1;1
SOLADES1RAS;SPARKASSE RASTATT-GERNSBACH;1;1;0;1;1
SOLADES1REN;BEZIRKSSPARKASSE REICHENAU;1;1;0;1;1
SOLADES1REU;KREISSPARKASSE REUTLINGEN;1;1;0;1;1
SOLADES1RVB;KREISSPARKASSE RAVENSBURG;1;1;0;1;1
SOLADES1RWL;KREISSPARKASSE ROTTWEIL;1;1;0;1;1
SOLADES1SAL;SPARKASSE SALEM - HEILIGENBERG;1;1;0;1;1
SOLADES1SCH;SPARKASSE WIESENTAL;1;1;0;1;1
SOLADES1SFH;SPARKASSE WIESENTAL;1;1;0;1;1
SOLADES1SHA;SPARKASSE SCHWAEBISCH HALL-CRAILSHEIM;1;1;0;1;1
SOLADES1SIG;HOHENZOLLERISCHE LANDESBANK KREISSPARKASSE;1;1;0;1;1
SOLADES1SNG;SPARKASSE HEGAU-BODENSEE;1;1;0;1;1
SOLADES1STB;SPARKASSE ST. BLASIEN;1;1;0;1;1
SOLADES1STF;SPARKASSE STAUFEN-BREISACH;1;1;0;1;1
SOLADES1STO;SPARKASSE HEGAU-BODENSEE;1;1;0;1;1
SOLADES1SUW;SPARKASSE SUEDPFALZ;1;1;0;1;1
SOLADES1TBB;SPARKASSE TAUBERFRANKEN;1;1;0;1;1
SOLADES1TUB;KREISSPARKASSE TUEBINGEN;1;1;0;1;1
SOLADES1TUT;KREISSPARKASSE TUTTLINGEN;1;1;0;1;1
SOLADES1ULM;SPARKASSE ULM;1;1;0;1;1
SOLADES1VSS;SPARKASSE SCHWARZWALD-BAAR;1;1;0;1;1
SOLADES1WBN;KREISSPARKASSE WAIBLINGEN;1;1;0;1;1
SOLADES1WOF;SPARKASSE WOLFACH;1;1;0;1;1
SOLPCY22;Solid Processing Limited;1;0;0;0;0
SOLSDE33;STADT-SPARKASSE SOLINGEN;1;1;0;1;1
SOMBBGSF;MUNICIPAL BANK AD;1;0;0;0;0
SOMBBGSFXXX;Municipal Bank AD;1;0;0;0;0
SONCLT21;UAB Sonect Europe;1;0;0;0;0
SONVPTP1;SONAE;1;1;0;0;0
SOPMFRP1;SOCFIM;1;1;0;1;0
SORMFR2N;SOCRAM BANQUE;1;1;0;1;0
SOXAFR2L;SOGEXIA SA LYON BRANCH;1;1;0;1;0
SOXALULL;SOGEXIA SA;1;1;0;1;0
SPAEAT2S;BANKHAUS CARL SPAENGLER UND CO. AG;1;1;0;1;0
SPAMAT21;SPARKASSE DER STADT AMSTETTEN AG;1;1;0;1;0
SPARNO22;SPAREBANKEN MOERE NORWAY;1;0;0;0;0
SPAVNOBB;SPAREBANKEN VEST;1;0;0;0;0
SPBAATWW;bank99 AG;1;1;0;1;0
SPBAATWWB99;Bank99 AG;1;1;0;0;0
SPBAATWWXXX;bank99 AG;1;0;0;0;0
SPBDAT21;SPARKASSE BADEN;1;1;0;1;0
SPBIDE3B;SPARKASSE BIELEFELD;1;1;0;1;1
SPBRAT2B;SPARKASSE BREGENZ BANK AG;1;1;0;1;0
SPDKFRP2;Spendesk;1;0;0;0;0
SPEGAT21;SPARKASSE DER GEMEINDE EGG;1;1;0;1;0
SPESDE3E;SPARKASSE ESSEN;1;1;0;1;1
SPFKAT2B;SPARKASSE DER STADT FELDKIRCH;1;1;0;1;0
SPFNAT21;SPARKASSE FELDKIRCHEN KAERNTEN;1;1;0;1;0
SPFRAT21;SPARKASSE FRANKENMARKT AG;1;1;0;1;0
SPHAAT21;SPARKASSE HAUGSDORF;1;1;0;1;0
SPHBAT21;SPARKASSE HAINBURG-BRUCK-NEUSIEDL AG;1;1;0;1;0
SPHEAT21;SPARKASSE HERZOGENBURG-NEULENGBACH;1;1;0;1;0
SPHNAT21;SPARKASSE HORN-RAVELSBACH-KIRCHBERG AG;1;1;0;1;0
SPIHAT22;TIROLER SPARKASSE BANKAKTIENGESELLSCHAFT;1;1;0;1;0
SPIMAT21;SPARKASSE IMST AG;1;1;0;1;0
SPKDAT21;KREMSER BANK UND SPARKASSEN AG;1;1;0;1;0
SPKHDE2H;SPARKASSE HANNOVER;1;1;0;1;1
SPKIAT2K;SPARKASSE DER STADT KITZBUEHEL;1;1;0;1;0
SPKPAT21;SPARKASSE KREMSTAL-PYHRN AG;1;1;0;1;0
SPKRDE33;SPARKASSE KREFELD;1;1;0;1;1
SPKUAT22;SPARKASSE KUFSTEIN TIROLER SPARKASSE VON 1877;1;1;0;1;0
SPLAAT21;SPARKASSE LAMBACH BANK AG;1;1;0;1;0
SPLSAT21;SPARKASSE LANGENLOIS;1;1;0;1;0
SPMHDE3E;SPARKASSE MUELHEIM AN DER RUHR;1;1;0;1;1
SPMIAT21;SPARKASSE MITTERSILL BANK AG;1;1;0;1;0
SPMZAT21;SPARKASSE MUERZZUSCHLAG AG;1;1;0;1;0
SPNGAT21;SPARKASSE NEUNKIRCHEN;1;1;0;1;0
SPNKAT21;SPARKASSE NEUHOFEN BANK AG;1;1;0;1;0
SPNODK22;SPAR NORD BANK AS;1;1;0;1;0
SPPBAT21;SPARKASSE EFERDING-PEUERBACH-WAIZENKIRCHEN;1;1;0;1;0
SPPDAT21;SPARKASSE POYSDORF AG;1;1;0;1;0
SPPLAT21;SPARKASSE POELLAU AG;1;1;0;1;0
SPPOAT21;SPARKASSE POTTENSTEIN N OE;1;1;0;1;0
SPPRAT21;SPARKASSE PREGARTEN-UNTERWEISSENBACH AG;1;1;0;1;0
SPPVGB2L;SPECTRUM PAYMENT SERVICES LIMITED;1;0;0;0;0
SPREAT21;SPARKASSE REUTTE AG;1;1;0;1;0
SPRHAT21;SPARKASSE RIED IM INNKREIS-HAAG AM HAUSRUCK;1;1;0;1;0
SPRONO22;SPAREBANK1 SR BANK;1;0;0;0;0
SPRTAT21;SPARKASSE RATTENBERG BANK AG;1;1;0;1;0
SPSBAT21;SPARKASSE SCHEIBBS AG;1;1;0;1;0
SPSCAT22;SPARKASSE SCHWAZ AG;1;1;0;1;0
SPSDSE23;SPARBANKEN SYD;1;0;0;0;0
SPSHDE31;STADTSPARKASSE SPROCKHOEVEL;1;1;0;1;1
SPSKNO21;SPARESKILLINGSBANKEN;1;0;0;0;0
SPSONO22;SPAREBANKEN SOR;1;0;0;0;0
SPSPAT21;SPARKASSE NIEDEROESTERREICH MITTE WEST AG;1;1;0;1;0
SPSRSKBA;STATNA POKLADNICA;1;1;0;0;0
SPTLNO21;SPAREBANK 1 TELEMARK;1;0;0;0;0
SPTRNO22;SPAREBANK1 MIDT NORGE SPTRNO22;1;0;0;0;0
SPVOAT21;SPARKASSE VOITSBERG-KOEFLACH BANK AG;1;1;0;1;0
SPWTAT21;WALDVIERTLER SPARKASSE BANK AG;1;1;0;1;0
SPYDNO21;SPYDEBERG SPAREBANK;1;0;0;0;0
SPZWAT21;WALDVIERTLER SPARKASSE BANK AG;1;1;0;1;0
SRGCIE21;SAINT RAPHAEL'S GARDA CREDIT UNION LIMITED;1;1;0;0;0
SRLGGB3L;STARLING BANK LIMITED;1;1;0;0;0
SSBLAT21;SPARKASSE BLUDENZ BANK AG;1;1;0;1;0
SSKMDEMM;STADTSPARKASSE MUENCHEN;1;1;0;1;1
SSKNDE77;SPARKASSE NUERNBERG;1;1;0;1;1
SSKOAT21;SPARKASSE KORNEUBURG AG;1;1;0;1;0
SSPKDK21;STADIL SPAREKASSE;1;0;0;0;0
SSRRROB1;S.C. SMITH & SMITH S.R.L.;1;0;0;0;0
STADNO21;STADSBYGD SPAREBANK;1;0;0;0;0
STAIIT31;BANCA STABIESE;1;1;0;1;0
STEIIE21;South Dublin Credit Union Limited;1;1;0;0;0
STFBNOKK;STOREBRAND BANK ASA;1;0;0;0;0
STFEFR21;SOCIETE FINANCIERE DE LA NEF;1;1;0;1;0
STHYDK21;SPAREKASSEN THY;1;1;0;1;0
STIOGR2I;COOPERATIVE BANK OF EPIRUS LTD.;1;0;0;0;0
STKAGRAX;COOPERATIVE BANK OF KARDITSA COOP. L.L.;1;1;0;1;0
STMMNO21;STROMMEN SPAREBANK;1;0;0;0;0
STPGGRAA;PANCRETA BANK S.A.;1;1;0;1;0
STSABGSF;DSK BANK EAD;1;0;0;0;0
STSABGSFXXX;DSK Bank PLC;1;0;0;0;0
STSPAT2G;STEIERMAERKISCHE BANK UND SPARKASSEN AG;1;1;0;1;0
STTKGR22;COOPERATIVE BANK OF THESSALY COOP. L.L.;1;0;0;0;0
STTOIE22;Stripe Technology Europe Limited;0;1;0;0;0
STUALT21;SATCHELPAY UAB;1;0;0;0;0
STXAGRA2;COOPERATIVE BANK OF CHANIA COOPERATIVE OF LIMITED LIABILITIES;1;0;0;0;0
SUBACZPP;VSEOBECNA UVEROVA BANKA AS;1;1;0;1;0
SUBASKBX;VSEOBECNA UVEROVA BANKA AS;1;1;0;1;0
SUCUIE21;CAPITAL CREDIT UNION LIMITED;1;0;0;0;0
SUDNITN1;BANCA DEL SUD;1;1;0;1;0
SUFGDE51;SUED-WEST-KREDITBANK FINANZIERUNG GMBH;1;1;0;0;0
SUMUIE22;SUMUP LIMITED;1;1;0;0;0
SUPAGB21;SUMUP PAYMENTS LTD;1;1;0;0;0
SUPULT22;SumUp EU Payments, UAB;1;1;0;0;0
SUSANO21;SUNNDAL SPAREBANK;1;0;0;0;0
SUSKDEM1;SUEDTIROLER SPARKASSE;1;1;0;1;1
SVEASESS;SVEA BANK AB;1;0;0;0;0
SVTUIT21;BANCA SVILUPPO TUSCIA SPA;1;1;0;1;0
SVVVSESS;Steven AB;1;0;0;0;0
SWBSDESS;SUEDWESTBANK - BAWAG AG NIEDERLASSUNG DEUTSCHLAND;1;1;0;1;1
SWCUIE21;Swilly Mulroy Credit Union Limited;1;1;0;0;0
SWEDNOKK;SWEDBANK OSLO BRANCH;1;0;0;0;0
SWEDSESS;SWEDBANK AB PUBL;1;0;0;0;0
SWESDK22;SPAREKASSEN SJAELLAND;1;1;0;1;0
SWILFRPP;SWISSLIFE BANQUE PRIVEE;1;1;0;0;0
SWNBDEBB;SWAN ZWEIGNIEDERLASSUNG DEUTSCHLAND;1;1;0;1;0
SWNBESB2;SWAN RAMA ESPANA;1;1;0;1;0
SWNBFR22;SWAN;1;1;0;1;0
SWNBITM2;SWAN ITALY;1;1;0;1;0
SWNBNL22;SWAN NETHERLANDS;1;1;0;1;0
SWPAFR22;Swile Payment;1;1;0;0;0
SWQBCHZZ;SWISSQUOTE BANK;1;0;0;0;0
SWQBLULL;INTERNAXX BANK SA;1;0;0;0;0
SWYAFR22;SWILE PAYMENT;1;1;0;0;0
SXFRFRP1;SAXO BANQUE FRANCE;1;0;0;0;0
SXPYDEHH;BANKING CIRCLE S.A. - GERMAN BRANCH;1;1;0;1;0
SXPYDKKK;BANKING CIRCLE DENMARK;1;1;0;1;0
SYBKDE22;SYDBANK A/S;1;1;0;1;1
SYBKDK22;SYDBANK AS;1;1;0;1;0
SYCOCHGG;BANQUE SYZ SA;1;0;0;0;0
SYGNCHZZ;SYGNUM BANK AG;1;0;0;0;0
SZKBSI2X;DEZELNA BANKA SLOVENIJE DD;1;1;0;0;0
TAKBHUHB;BANK OF HUNGARIAN SAVING COOPERATIVES LTD;1;0;0;0;0
TATRSKBX;TATRABANKA AS;1;1;0;1;0
TBIBBGSF;TBI BANK EAD;1;0;0;0;0
TBIBBGSFXXX;TBI BANK EAD;1;0;0;0;0
TBIBROBU;TBI Bank EAD;1;0;0;0;0
TCCLGB31;CurrencyCloud;1;0;0;0;0
TCZBBGSF;T.C. ZIRAAT BANKASI SOFIA BRANCH;1;0;0;0;0
TCZBBGSFXXX;T.C. Ziraat Bankasi - Sofia Branch;1;0;0;0;0
TCZBDEFF;ZIRAAT BANK INTERNATIONAL AG;1;1;0;1;1
TCZBGRAT;T.C. ZIRAAT BANKASI A.S.;1;0;0;0;0
TDCNIE21;TUBBERCURRY AND DISTRICT CREDIT UNION LIMITED;1;1;0;0;0
TDCOIE21;Tallaght & District Credit Union Limited;1;1;0;0;0
TEAMDE71;TEAMBANK AG;1;1;0;0;0
TEAYITR1;TELEPASS SPA;1;0;0;0;0
TEKONOK1;Eika Kredittbank;1;0;0;0;0
TEKRDE71;TEBA KREDITBANK GMBH AND CO. KG;1;1;0;1;0
TELENO21;OSLOFJORD SPAREBANK;1;0;0;0;0
TERIIE21;TEMPLEMORE CREDIT UNION LTD;1;0;0;0;0
TEUALT22;TESLAPAY UAB;1;0;0;0;0
TEXIBGSF;TEXIM BANK;1;0;0;0;0
TEXIBGSFXXX;Texim Bank AD;1;0;0;0;0
TFIMCY2N;TFI MARKETS LIMITED;1;0;0;0;0
TFIMGRAA;TFI MARKETS LTD GREEK BRANCH;1;0;0;0;0
TGSILV22;TigSiPay SIA;1;0;0;0;0
THALCHGG;BANQUE THALER S.A.;1;0;0;0;0
THCNIE21;THOMASTOWN CREDIT UNION LTD;1;0;0;0;0
THCUIE21;Premier Credit Union Limited;1;1;0;0;0
TICUIE21;Tipperary Credit Union Limited;1;1;0;0;0
TINNNO21;TINN SPAREBANK;1;0;0;0;0
TMSPNO21;TIME SPAREBANK;1;0;0;0;0
TOBADE33;TOYOTA KREDITBANK GMBH;1;1;0;1;0
TOSPNO21;TOLGAOS SPAREBANK;1;0;0;0;0
TOTAPTPL;BANCO SANTANDER TOTTA SA;1;1;0;1;0
TOTENO21;TOTENS SPAREBANK;1;0;0;0;0
TPAYSKBX;TRUSTPAY A.S.;1;1;0;0;0
TPEAITMM;TERRA PAYMENT SERVICES SRL;1;0;0;0;0
TPPAITM2;TPPay S.r.l.;1;0;0;0;0
TRAPCHBB;TRAFINA PRIVATBANK AG, BASEL;1;0;0;0;0
TRBKATW2;TRADE REPUBLIC BANK GMBH BRANCH AUSTRIA;1;1;0;0;0
TRBKDEBB;TRADE REPUBLIC BANK GMBH;1;1;0;0;0
TRBKESM2;TRADE REPUBLIC BANK GMBH SUCURSAL EN ESPANA;1;1;0;0;0
TRBKFRPP;TRADE REPUBLIC BANK GMBH;1;1;0;0;0
TRBKITMM;TRADE REPUBLIC BANK GMBH;1;1;0;0;0
TRDADEBBDIR;TRADEGATE AG;1;0;0;0;0
TRDADEB1;TRADEGATE AG;1;1;0;0;1
TRELLV22;VALSTS KASE;1;0;0;0;0
TRIOBEBB;TRIODOS BANK NV;1;1;0;1;0
TRIOESMM;TRIODOS BANK NV SE;1;1;0;0;0
TRIOESMMXXX;Triodos Bank S.E.;1;0;0;0;0
TRIONL2U;TRIODOS BANK NV;1;1;0;1;0
TRISDE55;SPARKASSE TRIER;1;1;0;1;1
TRLULT21;TRANSFERGO LITHUANIA, UAB;1;0;0;0;0
TRODDEF1;TRIODOS BANK N.V. DEUTSCHLAND;1;1;0;1;1
TRPEMTMT;TRUEVO PAYMENTS LTD;1;0;0;0;0
TRPEMTM1;TRUEVO PAYMENTS LTD;1;0;0;0;0
TRPUFRP1;TRESOR PUBLIC;1;1;0;1;0
TRRIIE21;CARA CREDIT UNION LTD.;1;1;0;0;0
TRRUIE21;MEMBER FIRST CREDIT UNION LIMITED;1;1;0;0;0
TRSPNO21;TROGSTAD SPAREBANK;1;0;0;0;0
TRUDBG21;Ryvyl (EU) EAD;1;0;0;0;0
TRUFDE66;TRUMPF FINANCIAL SERVICES GMBH;1;1;0;1;0
TRUMMTM2;Trumia Limited;1;0;0;0;0
TRVEIT2P;BANCO DELLE TRE VENEZIE;1;1;0;1;0
TRWIBEB1;WISE EUROPE;1;1;0;0;0
TRWIGB22;WISE PAYMENTS LIMITED;1;0;0;0;0
TRYEFIH2;TRUELAYER (IRELAND) LIMITED, SUOMEN SIVULIIKE;1;0;0;0;0
TRYEFRP2;TRUELAYER IRELAND LIMITED, FRANCE BRANCH;1;0;0;0;0
TRYEFRP2AAA;TrueLayer (Ireland) Limited, French Branch;1;0;0;0;0
TRYEIE22;TRUELAYER (IRELAND) LIMITED;1;0;0;0;0
TRZODEB2;TREEZOR SAS, ALLEMAGNE;1;1;0;1;0
TRZOESM2;TREEZOR SAS ESPANA;1;1;0;1;0
TRZOFR21;TREEZOR;1;1;0;1;0
TRZOITM2;TREEZOR SAS ITALY;1;1;0;1;0
TSBSGB2A;TSB BANK PLC;1;1;0;0;0
TSBSGB2S;TSB Bank PLC;1;0;0;0;0
TSBSGB21;TSB Bank PLC;1;1;0;0;0
TUBDDEDD;HSBC CONTINENTAL EUROPE S.A., GERMANY;1;1;0;1;1
TUCNIE21;TULLOW CREDIT UNION LIMITED;1;1;0;0;0
TUIRIE21;Teachers Union of Ireland Credit Union Limited;1;1;0;0;0
TURUIE21;TULLAMORE CREDIT UNION LTD.;1;1;0;0;0
TVBAATWW;VAKIFBANK INTERNATIONAL AG;1;1;0;1;0
